interaction_id,customer_id,date,channel,reason_code,duration_minutes,satisfaction_score,resolution_status,agent_id
INT000298,CUS000327,2023-05-22,Web,Market Information,2,5,Resolved,AGT0042
INT000299,CUS000247,2022-06-29,In-person,Fee Inquiry,25,4.0,Resolved,AGT0030
INT000300,CUS000351,2022-01-18,Mobile App,Password Reset,7,4.0,Resolved,AGT0083
INT000301,CUS000144,2023-08-31,Web,Transaction Issue,21,3.3,Resolved,AGT0068
INT000302,CUS000353,2022-06-19,Email,Transaction Issue,12,3.0,Partially Resolved,AGT0002
INT000303,CUS000488,2024-01-04,Web,Statement Request,15,4.1,Resolved,AGT0038
INT000304,CUS000805,2023-09-21,Mobile App,Statement Request,8,3.5,Partially Resolved,AGT0081
INT000305,CUS000746,2024-01-27,Chat,Password Reset,5,4.0,Resolved,AGT0002
INT000306,CUS000115,2024-03-13,Mobile App,Technical Support,4,3.6,Resolved,AGT0057
INT000307,CUS000040,2024-03-02,Mobile App,Fee Inquiry,11,3.9,Partially Resolved,AGT0048
INT000308,CUS000423,2023-11-17,In-person,Transaction Issue,9,3.1,Partially Resolved,AGT0019
INT000309,CUS000248,2023-06-18,In-person,Investment Advice,12,4.2,Resolved,AGT0049
INT000310,CUS000041,2021-03-26,In-person,Market Information,20,3.8,Resolved,AGT0060
INT000311,CUS000821,2021-05-21,Web,Market Information,11,2.4,Partially Resolved,AGT0022
INT000312,CUS000203,2024-06-12,Chat,Statement Request,11,4.3,Resolved,AGT0049
INT000313,CUS000771,2022-03-02,Email,Fee Inquiry,8,4.2,Resolved,AGT0015
INT000314,CUS000379,2021-10-18,In-person,Market Information,7,4.4,Resolved,AGT0055
INT000315,CUS000329,2023-03-24,Chat,Complaint,21,2.9,Unresolved,AGT0078
INT000316,CUS000785,2024-07-01,Mobile App,Account Inquiry,10,4.2,Resolved,AGT0093
INT000317,CUS000025,2024-06-27,Phone,Transaction Issue,16,3.1,Partially Resolved,AGT0065
INT000318,CUS000669,2024-05-01,Mobile App,Transaction Issue,12,2.5,Partially Resolved,AGT0096
INT000319,CUS000127,2023-12-19,Phone,Fee Inquiry,22,3.5,Resolved,AGT0072
INT000320,CUS000847,2024-04-24,Email,Market Information,9,3.7,Resolved,AGT0068
INT000321,CUS000241,2024-03-24,Chat,Investment Advice,6,4.3,Resolved,AGT0030
INT000322,CUS000752,2023-12-11,Phone,Complaint,40,2.2,Partially Resolved,AGT0078
INT000323,CUS000665,2024-09-14,Phone,Market Information,21,3.4,Partially Resolved,AGT0033
INT000324,CUS000718,2024-09-20,Web,Fee Inquiry,15,4.0,Resolved,AGT0031
INT000325,CUS000769,2024-05-08,Email,Statement Request,14,4.3,Resolved,AGT0006
INT000326,CUS000644,2024-09-27,Phone,Password Reset,28,3.8,Resolved,AGT0029
INT000327,CUS000512,2023-11-06,Mobile App,Technical Support,5,3.2,Resolved,AGT0084
INT000328,CUS000502,2024-05-15,Phone,Complaint,40,2.8,Unresolved,AGT0043
INT000329,CUS000520,2021-12-04,Web,Fee Inquiry,14,4.1,Resolved,AGT0076
INT000330,CUS000226,2024-07-27,Mobile App,Transaction Issue,9,3.1,Partially Resolved,AGT0057
INT000331,CUS000249,2024-04-10,In-person,Transaction Issue,13,3.2,Partially Resolved,AGT0061
INT000332,CUS000725,2023-10-08,Phone,Password Reset,23,4.9,Resolved,AGT0083
INT000333,CUS000062,2022-04-12,Chat,Account Inquiry,6,4.4,Resolved,AGT0018
INT000334,CUS000246,2022-02-10,Web,Account Inquiry,10,4.7,Resolved,AGT0072
INT000335,CUS000331,2024-08-17,Phone,Complaint,40,2.4,Unresolved,AGT0043
INT000336,CUS000025,2024-08-07,In-person,Account Inquiry,19,3.7,Partially Resolved,AGT0027
INT000337,CUS000457,2024-08-01,In-person,Technical Support,27,2.9,Unresolved,AGT0090
INT000338,CUS000692,2022-12-01,In-person,Password Reset,5,3.8,Resolved,AGT0098
INT000339,CUS000232,2023-07-23,Chat,Technical Support,9,2.3,Unresolved,AGT0027
INT000340,CUS000663,2023-02-08,In-person,Transaction Issue,10,2.2,Partially Resolved,AGT0006
INT000341,CUS000058,2024-07-26,Phone,Transaction Issue,27,1.1,Partially Resolved,AGT0093
INT000342,CUS000136,2021-10-10,Mobile App,Technical Support,8,3.0,Resolved,AGT0018
INT000343,CUS000456,2024-07-03,Chat,Transaction Issue,22,2.9,Unresolved,AGT0072
INT000344,CUS000143,2024-08-20,Phone,Password Reset,24,4.3,Resolved,AGT0043
INT000345,CUS000961,2024-01-30,Phone,Account Inquiry,26,3.2,Partially Resolved,AGT0073
INT000346,CUS000550,2024-07-18,Mobile App,Investment Advice,14,4.1,Resolved,AGT0064
INT000347,CUS000190,2024-07-23,Phone,Technical Support,21,2.8,Unresolved,AGT0057
INT000348,CUS000399,2024-04-22,In-person,Fee Inquiry,20,3.5,Resolved,AGT0098
INT000349,CUS000537,2023-08-23,Email,Password Reset,12,4.1,Resolved,AGT0018
INT000350,CUS000979,2024-08-22,Chat,Technical Support,14,2.9,Unresolved,AGT0092
INT000351,CUS000181,2024-05-06,Chat,Fee Inquiry,13,4.3,Resolved,AGT0035
INT000352,CUS000974,2024-05-16,In-person,Account Inquiry,19,5,Resolved,AGT0007
INT000353,CUS000815,2023-11-07,Email,Account Inquiry,10,3.8,Resolved,AGT0017
INT000354,CUS000718,2020-10-05,In-person,Complaint,40,2.5,Unresolved,AGT0036
INT000355,CUS000475,2023-01-26,Phone,Transaction Issue,7,3.6,Partially Resolved,AGT0013
INT000356,CUS000466,2024-06-17,Web,Investment Advice,4,3.7,Partially Resolved,AGT0031
INT000357,CUS000965,2023-10-06,In-person,Statement Request,26,3.2,Resolved,AGT0036
INT000358,CUS000243,2023-12-15,In-person,Investment Advice,25,3.9,Partially Resolved,AGT0090
INT000359,CUS000140,2020-12-08,In-person,Investment Advice,21,3.3,Partially Resolved,AGT0015
INT000360,CUS000303,2024-06-15,In-person,Technical Support,8,2.5,Unresolved,AGT0016
INT000361,CUS000264,2022-08-10,Chat,Statement Request,9,4.0,Partially Resolved,AGT0097
INT000362,CUS000386,2023-05-31,In-person,Market Information,26,2.8,Unresolved,AGT0058
INT000363,CUS000208,2024-03-17,Email,Statement Request,10,5,Resolved,AGT0008
INT000364,CUS000653,2024-01-01,Chat,Statement Request,6,4.1,Resolved,AGT0060
INT000365,CUS000659,2024-07-24,In-person,Transaction Issue,22,3.2,Partially Resolved,AGT0058
INT000366,CUS000436,2024-05-03,Mobile App,Statement Request,14,3.9,Resolved,AGT0042
INT000367,CUS000323,2023-02-06,Web,Password Reset,2,3.8,Resolved,AGT0005
INT000368,CUS000738,2024-09-05,Phone,Transaction Issue,37,1.8,Unresolved,AGT0057
INT000369,CUS000754,2024-09-24,Mobile App,Password Reset,12,4.1,Resolved,AGT0080
INT000370,CUS000908,2021-02-23,Phone,Transaction Issue,43,2.6,Partially Resolved,AGT0051
INT000371,CUS000861,2023-06-10,Chat,Technical Support,12,3.2,Resolved,AGT0085
INT000372,CUS000229,2023-04-03,Email,Transaction Issue,6,2.9,Partially Resolved,AGT0026
INT000373,CUS000999,2021-07-10,In-person,Complaint,13,2.9,Partially Resolved,AGT0028
INT000374,CUS000004,2022-10-14,Chat,Password Reset,6,4.0,Resolved,AGT0072
INT000375,CUS000966,2024-04-08,Email,Complaint,13,3.4,Partially Resolved,AGT0094
INT000376,CUS000500,2021-09-09,Phone,Account Inquiry,28,3.7,Partially Resolved,AGT0073
INT000377,CUS000608,2022-04-24,Phone,Account Inquiry,13,4.3,Resolved,AGT0008
INT000378,CUS000988,2023-07-31,Phone,Statement Request,20,4.0,Partially Resolved,AGT0052
INT000379,CUS000493,2024-08-20,Chat,Market Information,14,3.2,Resolved,AGT0035
INT000380,CUS000189,2022-05-25,Web,Technical Support,3,3.2,Resolved,AGT0018
INT000381,CUS000240,2024-08-21,Chat,Complaint,15,2.9,Partially Resolved,AGT0095
INT000382,CUS000850,2024-01-05,Mobile App,Investment Advice,13,4.6,Resolved,AGT0071
INT000383,CUS000024,2023-04-07,In-person,Transaction Issue,12,3.3,Resolved,AGT0085
INT000384,CUS000936,2022-10-30,In-person,Statement Request,20,4.9,Resolved,AGT0078
INT000385,CUS000291,2023-11-27,Email,Transaction Issue,3,3.6,Resolved,AGT0012
INT000386,CUS000801,2024-09-14,In-person,Investment Advice,15,4.5,Resolved,AGT0011
INT000387,CUS000269,2024-04-19,In-person,Password Reset,23,2.3,Partially Resolved,AGT0048
INT000388,CUS000119,2024-05-11,Mobile App,Account Inquiry,11,4.3,Resolved,AGT0036
INT000389,CUS000702,2021-07-04,In-person,Investment Advice,26,2.7,Unresolved,AGT0062
INT000390,CUS000413,2022-06-11,Phone,Technical Support,21,1.9,Partially Resolved,AGT0043
INT000391,CUS000457,2023-08-02,Phone,Account Inquiry,14,4.4,Resolved,AGT0039
INT000392,CUS000239,2022-11-15,Phone,Password Reset,21,3.0,Partially Resolved,AGT0005
INT000393,CUS000929,2024-01-23,Phone,Complaint,31,1.9,Unresolved,AGT0074
INT000394,CUS000265,2024-09-28,In-person,Statement Request,27,3.1,Resolved,AGT0033
INT000395,CUS000620,2021-08-29,In-person,Fee Inquiry,17,3.8,Partially Resolved,AGT0081
INT000396,CUS000980,2022-02-15,Phone,Fee Inquiry,22,3.3,Partially Resolved,AGT0079
INT000397,CUS000461,2023-05-08,Web,Fee Inquiry,12,4.2,Resolved,AGT0066
INT000398,CUS000241,2024-05-08,Mobile App,Password Reset,2,4.1,Resolved,AGT0019
INT000399,CUS000079,2024-08-09,Web,Technical Support,3,2.8,Partially Resolved,AGT0018
INT000400,CUS000611,2024-09-06,Phone,Account Inquiry,19,4.1,Resolved,AGT0014
INT000401,CUS000406,2022-01-24,Phone,Transaction Issue,25,2.8,Partially Resolved,AGT0041
INT000402,CUS000399,2024-06-07,Web,Account Inquiry,13,3.4,Resolved,AGT0061
INT000403,CUS000236,2024-06-04,Phone,Password Reset,16,3.9,Partially Resolved,AGT0019
INT000404,CUS000212,2024-05-29,In-person,Account Inquiry,30,2.3,Partially Resolved,AGT0059
INT000405,CUS000601,2024-06-23,Phone,Statement Request,8,4.3,Resolved,AGT0071
INT000406,CUS000900,2024-08-22,In-person,Technical Support,29,3.0,Partially Resolved,AGT0097
INT000407,CUS000208,2024-06-11,In-person,Market Information,11,3.6,Partially Resolved,AGT0048
INT000408,CUS000854,2023-11-29,Mobile App,Statement Request,6,3.6,Resolved,AGT0009
INT000409,CUS000544,2023-07-10,In-person,Statement Request,12,3.8,Partially Resolved,AGT0045
INT000410,CUS000559,2024-08-13,In-person,Complaint,45,2.8,Unresolved,AGT0057
INT000411,CUS000265,2024-02-13,In-person,Account Inquiry,13,3.4,Resolved,AGT0033
INT000412,CUS000253,2024-02-29,Web,Password Reset,7,3.5,Resolved,AGT0067
INT000413,CUS000317,2024-07-29,In-person,Account Inquiry,24,3.3,Partially Resolved,AGT0048
INT000414,CUS000740,2024-09-11,Chat,Account Inquiry,3,4.1,Resolved,AGT0067
INT000415,CUS000926,2021-04-22,Phone,Statement Request,30,3.4,Resolved,AGT0075
INT000416,CUS000303,2022-11-19,Phone,Fee Inquiry,10,4.1,Resolved,AGT0034
INT000417,CUS000597,2024-09-18,Phone,Investment Advice,15,3.6,Partially Resolved,AGT0063
INT000418,CUS000793,2024-07-31,Phone,Technical Support,19,2.0,Unresolved,AGT0004
INT000419,CUS000016,2024-09-01,Chat,Transaction Issue,16,3.4,Partially Resolved,AGT0011
INT000420,CUS000394,2021-04-27,Chat,Statement Request,7,3.4,Resolved,AGT0056
INT000421,CUS000175,2023-03-27,Phone,Statement Request,9,5.0,Resolved,AGT0053
INT000422,CUS000497,2024-07-06,In-person,Account Inquiry,26,4.3,Resolved,AGT0041
INT000423,CUS000884,2023-08-31,Web,Complaint,4,2.5,Unresolved,AGT0050
INT000424,CUS000589,2023-05-18,Chat,Investment Advice,9,4.2,Resolved,AGT0043
INT000425,CUS000447,2024-07-06,Mobile App,Investment Advice,10,3.9,Partially Resolved,AGT0034
INT000426,CUS000992,2024-08-14,Chat,Technical Support,12,2.7,Unresolved,AGT0028
INT000427,CUS000054,2024-07-27,In-person,Investment Advice,30,3.2,Partially Resolved,AGT0016
INT000428,CUS000535,2024-08-05,In-person,Market Information,11,4.0,Resolved,AGT0019
INT000429,CUS000283,2023-11-07,In-person,Fee Inquiry,22,3.9,Resolved,AGT0064
INT000430,CUS000949,2023-11-19,Chat,Complaint,13,4.2,Resolved,AGT0036
INT000431,CUS000605,2022-12-27,Phone,Fee Inquiry,6,4.2,Resolved,AGT0022
INT000432,CUS000389,2022-09-05,In-person,Technical Support,15,3.6,Resolved,AGT0062
INT000433,CUS000268,2023-08-27,Phone,Account Inquiry,22,2.7,Unresolved,AGT0045
INT000434,CUS000387,2022-10-20,Phone,Statement Request,10,3.5,Resolved,AGT0079
INT000435,CUS000421,2023-11-29,In-person,Transaction Issue,30,2.5,Partially Resolved,AGT0091
INT000436,CUS000225,2024-06-23,Phone,Technical Support,12,3.1,Partially Resolved,AGT0097
INT000437,CUS000463,2022-12-28,Phone,Password Reset,19,3.3,Partially Resolved,AGT0001
INT000438,CUS000433,2024-06-11,Chat,Password Reset,5,4.2,Resolved,AGT0100
INT000439,CUS000594,2023-12-16,Phone,Market Information,22,2.6,Unresolved,AGT0048
INT000440,CUS000921,2022-12-31,Mobile App,Market Information,7,4.3,Resolved,AGT0006
INT000441,CUS000722,2024-05-25,Phone,Technical Support,12,2.9,Unresolved,AGT0061
INT000442,CUS000861,2022-11-04,Phone,Password Reset,16,3.6,Partially Resolved,AGT0100
INT000443,CUS000729,2024-08-22,Web,Transaction Issue,9,3.5,Partially Resolved,AGT0058
INT000444,CUS000743,2022-05-30,Chat,Password Reset,3,3.8,Partially Resolved,AGT0013
INT000445,CUS000438,2024-06-29,In-person,Technical Support,24,2.6,Unresolved,AGT0052
INT000446,CUS000379,2021-03-22,Phone,Password Reset,20,3.8,Partially Resolved,AGT0097
INT000447,CUS000709,2024-09-18,Web,Statement Request,5,4.0,Partially Resolved,AGT0052
INT000448,CUS000786,2022-05-14,In-person,Fee Inquiry,5,3.9,Resolved,AGT0037
INT000449,CUS000161,2024-08-25,Mobile App,Account Inquiry,12,3.1,Partially Resolved,AGT0006
INT000450,CUS000404,2024-08-23,Mobile App,Technical Support,11,3.2,Partially Resolved,AGT0045
INT000451,CUS000852,2023-01-29,In-person,Transaction Issue,22,3.6,Partially Resolved,AGT0051
INT000452,CUS000385,2024-05-06,Email,Investment Advice,4,4.2,Resolved,AGT0005
INT000453,CUS000420,2023-06-14,Email,Password Reset,6,3.0,Partially Resolved,AGT0021
INT000454,CUS000147,2023-02-26,In-person,Technical Support,29,2.5,Unresolved,AGT0064
INT000455,CUS000804,2024-07-29,In-person,Account Inquiry,10,4.6,Resolved,AGT0013
INT000456,CUS000372,2024-09-27,In-person,Technical Support,18,3.5,Partially Resolved,AGT0016
INT000457,CUS000995,2023-09-12,Phone,Statement Request,18,4.0,Partially Resolved,AGT0008
INT000458,CUS000655,2024-09-11,Web,Fee Inquiry,5,3.8,Resolved,AGT0017
INT000459,CUS000079,2024-05-01,Mobile App,Technical Support,13,3.0,Partially Resolved,AGT0031
INT000460,CUS000303,2021-08-30,Email,Market Information,12,3.6,Resolved,AGT0058
INT000461,CUS000687,2023-10-10,Phone,Password Reset,28,4.1,Resolved,AGT0055
INT000462,CUS000286,2024-05-09,Web,Market Information,4,3.6,Resolved,AGT0031
INT000463,CUS000195,2022-04-09,In-person,Statement Request,11,3.0,Resolved,AGT0078
INT000464,CUS000885,2024-07-31,Phone,Technical Support,27,2.2,Unresolved,AGT0034
INT000465,CUS000715,2023-06-05,In-person,Password Reset,13,4.6,Resolved,AGT0012
INT000466,CUS000349,2024-04-07,Mobile App,Fee Inquiry,7,3.0,Partially Resolved,AGT0058
INT000467,CUS000615,2021-12-18,Mobile App,Transaction Issue,18,3.5,Partially Resolved,AGT0095
INT000468,CUS000338,2021-12-14,Phone,Fee Inquiry,30,3.9,Resolved,AGT0095
INT000469,CUS000333,2020-08-26,In-person,Statement Request,27,3.4,Resolved,AGT0071
INT000470,CUS000678,2021-06-05,Phone,Market Information,15,3.6,Resolved,AGT0057
INT000471,CUS000477,2021-02-14,In-person,Password Reset,25,3.3,Resolved,AGT0035
INT000472,CUS000496,2023-06-05,Phone,Investment Advice,7,4.1,Resolved,AGT0052
INT000473,CUS000573,2022-07-30,Phone,Technical Support,25,2.9,Partially Resolved,AGT0012
INT000474,CUS000199,2024-03-22,In-person,Fee Inquiry,13,3.6,Resolved,AGT0094
INT000475,CUS000151,2020-07-23,Phone,Statement Request,28,3.9,Resolved,AGT0022
INT000476,CUS000952,2024-01-23,Web,Password Reset,13,3.5,Partially Resolved,AGT0013
INT000477,CUS000503,2023-04-30,Mobile App,Investment Advice,5,3.8,Resolved,AGT0064
INT000478,CUS000030,2023-09-21,Phone,Fee Inquiry,8,3.9,Partially Resolved,AGT0084
INT000479,CUS000615,2023-11-30,Mobile App,Statement Request,8,3.5,Partially Resolved,AGT0043
INT000480,CUS000656,2023-07-12,In-person,Password Reset,8,3.9,Partially Resolved,AGT0007
INT000481,CUS000063,2021-09-19,Email,Account Inquiry,9,4.0,Resolved,AGT0061
INT000482,CUS000697,2024-07-26,Email,Fee Inquiry,10,3.5,Partially Resolved,AGT0056
INT000483,CUS000749,2022-01-06,Phone,Account Inquiry,14,4.4,Resolved,AGT0014
INT000484,CUS000307,2024-06-23,Phone,Password Reset,20,3.4,Resolved,AGT0063
INT000485,CUS000991,2022-08-08,Phone,Account Inquiry,8,4.1,Resolved,AGT0087
INT000486,CUS000831,2023-09-24,Chat,Fee Inquiry,15,3.8,Partially Resolved,AGT0056
INT000487,CUS000111,2022-05-24,In-person,Complaint,7,3.8,Resolved,AGT0039
INT000488,CUS000627,2022-07-01,In-person,Complaint,43,3.8,Partially Resolved,AGT0044
INT000489,CUS000445,2024-01-23,Chat,Statement Request,7,3.5,Partially Resolved,AGT0041
INT000490,CUS000506,2023-04-04,Phone,Statement Request,26,3.3,Resolved,AGT0096
INT000491,CUS000404,2024-05-31,Chat,Account Inquiry,10,3.9,Resolved,AGT0034
INT000492,CUS000722,2023-09-23,Web,Account Inquiry,14,3.6,Resolved,AGT0070
INT000493,CUS000487,2022-09-12,Email,Password Reset,7,4.6,Resolved,AGT0029
INT000494,CUS000296,2022-10-24,In-person,Complaint,33,2.8,Unresolved,AGT0078
INT000495,CUS000794,2021-05-12,Mobile App,Fee Inquiry,8,3.3,Partially Resolved,AGT0051
INT000496,CUS000323,2024-01-12,Phone,Statement Request,20,3.3,Partially Resolved,AGT0001
INT000497,CUS000646,2020-12-31,Phone,Complaint,22,1.5,Partially Resolved,AGT0069
INT000498,CUS000979,2023-06-27,Email,Technical Support,7,2.5,Unresolved,AGT0051
INT000499,CUS000369,2023-11-25,In-person,Technical Support,6,2.6,Unresolved,AGT0054
INT000500,CUS000774,2023-05-29,Web,Fee Inquiry,7,4.3,Resolved,AGT0037
INT000501,CUS000771,2023-06-19,In-person,Investment Advice,24,3.9,Partially Resolved,AGT0011
INT000502,CUS000214,2024-05-05,Email,Technical Support,7,2.5,Unresolved,AGT0009
INT000503,CUS000283,2024-05-18,In-person,Password Reset,18,4.1,Resolved,AGT0081
INT000504,CUS000389,2021-04-06,In-person,Fee Inquiry,16,4.8,Resolved,AGT0061
INT000505,CUS000553,2024-01-21,In-person,Account Inquiry,23,3.0,Partially Resolved,AGT0100
INT000506,CUS000044,2023-04-14,Phone,Investment Advice,10,3.9,Partially Resolved,AGT0099
INT000507,CUS000072,2024-05-07,Phone,Complaint,21,3.1,Resolved,AGT0003
INT000508,CUS000026,2022-05-17,Phone,Technical Support,7,3.8,Partially Resolved,AGT0010
INT000509,CUS000145,2024-09-06,In-person,Transaction Issue,10,3.1,Partially Resolved,AGT0006
INT000510,CUS000448,2024-09-09,Email,Fee Inquiry,6,4.1,Resolved,AGT0082
INT000511,CUS000630,2023-03-09,In-person,Complaint,30,2.5,Partially Resolved,AGT0026
INT000512,CUS000406,2023-06-16,Web,Fee Inquiry,7,4.1,Resolved,AGT0059
INT000513,CUS000827,2023-12-09,In-person,Complaint,27,2.4,Partially Resolved,AGT0043
INT000514,CUS000939,2023-12-28,Phone,Account Inquiry,8,4.4,Resolved,AGT0045
INT000515,CUS000250,2024-09-04,In-person,Password Reset,17,3.9,Resolved,AGT0065
INT000516,CUS000057,2023-06-09,Phone,Statement Request,10,3.6,Partially Resolved,AGT0021
INT000517,CUS000153,2024-08-10,In-person,Transaction Issue,13,3.2,Resolved,AGT0085
INT000518,CUS000725,2023-11-10,Phone,Statement Request,19,3.0,Partially Resolved,AGT0006
INT000519,CUS000119,2024-09-12,Mobile App,Investment Advice,6,3.9,Resolved,AGT0031
INT000520,CUS000036,2020-11-11,Phone,Investment Advice,9,3.8,Resolved,AGT0093
INT000521,CUS000351,2021-03-01,Email,Fee Inquiry,4,3.8,Partially Resolved,AGT0037
INT000522,CUS000841,2024-07-16,Mobile App,Fee Inquiry,2,4.3,Resolved,AGT0012
INT000523,CUS000565,2024-05-07,Email,Password Reset,10,3.1,Partially Resolved,AGT0049
INT000524,CUS000980,2024-07-18,In-person,Transaction Issue,21,3.1,Resolved,AGT0021
INT000525,CUS000870,2024-03-09,In-person,Statement Request,29,3.0,Partially Resolved,AGT0076
INT000526,CUS000106,2024-09-26,In-person,Investment Advice,8,3.4,Partially Resolved,AGT0022
INT000527,CUS000927,2022-05-31,In-person,Complaint,12,2.7,Unresolved,AGT0089
INT000528,CUS000814,2023-12-13,Chat,Complaint,19,3.2,Partially Resolved,AGT0039
INT000529,CUS000658,2024-06-05,Mobile App,Password Reset,9,3.4,Partially Resolved,AGT0058
INT000530,CUS000562,2022-11-09,Chat,Complaint,7,3.8,Resolved,AGT0055
INT000531,CUS000081,2024-07-24,Phone,Complaint,15,3.7,Resolved,AGT0087
INT000532,CUS000196,2024-09-10,In-person,Complaint,43,2.2,Unresolved,AGT0048
INT000533,CUS000120,2022-01-04,Email,Transaction Issue,13,2.9,Partially Resolved,AGT0001
INT000534,CUS000639,2021-12-17,Web,Transaction Issue,22,1.8,Partially Resolved,AGT0053
INT000535,CUS000708,2023-04-06,Chat,Fee Inquiry,4,3.3,Partially Resolved,AGT0064
INT000536,CUS000456,2024-08-14,Phone,Technical Support,13,2.8,Partially Resolved,AGT0078
INT000537,CUS000868,2024-02-23,Mobile App,Transaction Issue,18,2.9,Partially Resolved,AGT0037
INT000538,CUS000986,2023-03-26,Email,Complaint,19,2.9,Unresolved,AGT0081
INT000539,CUS000654,2024-03-27,In-person,Fee Inquiry,28,2.6,Unresolved,AGT0057
INT000540,CUS000193,2024-04-02,Chat,Investment Advice,4,3.8,Resolved,AGT0093
INT000541,CUS000504,2023-01-25,Phone,Account Inquiry,5,3.4,Resolved,AGT0063
INT000542,CUS000561,2021-09-13,Phone,Password Reset,15,3.9,Resolved,AGT0010
INT000543,CUS000535,2024-05-03,In-person,Transaction Issue,7,2.5,Unresolved,AGT0022
