engagement_id,customer_id,date,action_type,device_type,session_duration,pages_viewed,actions_taken
ENG0000360,CUS000070,2023-08-11,Complete Survey,Tablet,6,3,1
ENG0000361,CUS000071,2024-07-26,Watch Educational Video,Voice Assistant,22,11,5
ENG0000362,CUS000037,2024-06-30,Research Product,Mobile Phone,6,3,1
ENG0000363,CUS000545,2024-08-05,Download Statement,Voice Assistant,3,1,1
ENG0000364,CUS000309,2024-09-14,Use Planning Tool,Smart TV,13,6,3
ENG0000365,CUS000529,2021-05-18,View Balance,Mobile Phone,6,3,1
ENG0000366,CUS000562,2021-01-09,Research Product,Mobile Phone,10,5,2
ENG0000367,CUS000370,2024-09-28,Login,Mobile Phone,5,2,1
ENG0000368,CUS000469,2024-04-27,Watch Educational Video,Tablet,23,11,5
ENG0000369,CUS000161,2024-04-13,View Balance,Mobile Phone,10,5,2
ENG0000370,CUS000355,2023-11-15,Complete Survey,Tablet,2,1,1
ENG0000371,CUS000531,2024-05-02,Update Profile,Mobile Phone,3,1,1
ENG0000372,CUS000580,2024-03-10,View Balance,Smart TV,6,3,1
ENG0000373,CUS000732,2023-10-18,Watch Educational Video,Mobile Phone,23,11,5
ENG0000374,CUS000782,2024-04-05,Modify Investment,Tablet,10,5,2
ENG0000375,CUS000031,2023-06-04,Download Statement,Desktop,3,1,1
ENG0000376,CUS000900,2024-09-07,Use Planning Tool,Smart TV,22,11,5
ENG0000377,CUS000093,2022-12-04,Modify Investment,Tablet,5,2,1
ENG0000378,CUS000162,2024-08-28,Modify Investment,Smart TV,5,2,1
ENG0000379,CUS000601,2024-09-22,Update Profile,Desktop,4,2,1
ENG0000380,CUS000772,2023-06-27,View Balance,Tablet,3,1,1
ENG0000381,CUS000575,2022-06-21,View Balance,Desktop,2,1,1
ENG0000382,CUS000222,2023-11-09,Use Planning Tool,Smart TV,22,11,5
ENG0000383,CUS000836,2024-05-01,Download Statement,Mobile Phone,3,1,1
ENG0000384,CUS000642,2023-12-23,Modify Investment,Mobile Phone,10,5,2
ENG0000385,CUS000432,2022-04-21,Update Profile,Tablet,2,1,1
ENG0000386,CUS000586,2024-03-02,Modify Investment,Tablet,6,3,1
ENG0000387,CUS000368,2023-09-16,Watch Educational Video,Desktop,28,14,7
ENG0000388,CUS000583,2024-01-02,Use Planning Tool,Tablet,13,6,3
ENG0000389,CUS000205,2024-05-12,Contact Support,Mobile Phone,2,1,1
ENG0000390,CUS000095,2023-06-13,Login,Tablet,1,1,1
ENG0000391,CUS000221,2024-02-24,View Balance,Tablet,9,4,2
ENG0000392,CUS000337,2024-06-15,Login,Mobile Phone,5,2,1
ENG0000393,CUS000237,2024-03-18,Watch Educational Video,Tablet,26,13,6
ENG0000394,CUS000600,2021-09-26,Login,Smart TV,3,1,1
ENG0000395,CUS000476,2024-08-25,Watch Educational Video,Voice Assistant,24,12,6
ENG0000396,CUS000576,2023-12-21,Use Planning Tool,Mobile Phone,29,14,7
ENG0000397,CUS000676,2022-11-05,Download Statement,Smart TV,2,1,1
ENG0000398,CUS000628,2024-09-29,Complete Survey,Desktop,3,1,1
ENG0000399,CUS000753,2024-08-07,Download Statement,Mobile Phone,4,2,1
ENG0000400,CUS000695,2024-05-21,View Balance,Voice Assistant,2,1,1
ENG0000401,CUS000714,2023-10-23,Update Profile,Desktop,1,1,1
ENG0000402,CUS000667,2024-05-23,Research Product,Tablet,10,5,2
ENG0000403,CUS000220,2024-05-18,Complete Survey,Mobile Phone,6,3,1
ENG0000404,CUS000324,2024-06-24,Complete Survey,Voice Assistant,10,5,2
ENG0000405,CUS000938,2024-09-21,Login,Tablet,4,2,1
ENG0000406,CUS000150,2024-08-29,Modify Investment,Tablet,10,5,2
ENG0000407,CUS000058,2024-08-13,Use Planning Tool,Mobile Phone,8,4,2
ENG0000408,CUS000430,2022-01-14,Complete Survey,Smart TV,8,4,2
ENG0000409,CUS000698,2021-09-13,View Balance,Mobile Phone,8,4,2
ENG0000410,CUS000814,2023-11-09,Login,Tablet,5,2,1
ENG0000411,CUS000243,2024-03-10,Research Product,Voice Assistant,13,6,3
ENG0000412,CUS000720,2023-09-06,Modify Investment,Smart TV,8,4,2
ENG0000413,CUS000950,2023-10-05,Update Profile,Tablet,2,1,1
ENG0000414,CUS000022,2022-01-28,View Balance,Tablet,5,2,1
ENG0000415,CUS000564,2023-09-14,Complete Survey,Voice Assistant,7,3,1
ENG0000416,CUS000684,2022-10-04,View Balance,Tablet,4,2,1
ENG0000417,CUS000225,2024-06-12,Modify Investment,Mobile Phone,5,2,1
ENG0000418,CUS000743,2022-05-15,Modify Investment,Mobile Phone,2,1,1
ENG0000419,CUS000575,2022-05-25,Use Planning Tool,Mobile Phone,21,10,5
ENG0000420,CUS000658,2024-06-01,Complete Survey,Mobile Phone,2,1,1
ENG0000421,CUS000218,2024-03-25,Watch Educational Video,Tablet,23,11,5
ENG0000422,CUS000270,2024-09-23,Login,Tablet,3,1,1
ENG0000423,CUS000856,2024-08-10,View Balance,Tablet,2,1,1
ENG0000424,CUS000902,2022-08-17,Download Statement,Smart TV,4,2,1
ENG0000425,CUS000754,2024-09-05,Download Statement,Mobile Phone,3,1,1
ENG0000426,CUS000080,2022-09-11,Research Product,Voice Assistant,30,15,7
ENG0000427,CUS000675,2023-04-25,Login,Mobile Phone,1,1,1
ENG0000428,CUS000785,2022-03-03,Contact Support,Tablet,8,4,2
ENG0000429,CUS000694,2023-12-29,Use Planning Tool,Desktop,5,2,1
ENG0000430,CUS000026,2021-11-05,Research Product,Mobile Phone,23,11,5
ENG0000431,CUS000668,2022-05-20,Complete Survey,Smart TV,10,5,2
ENG0000432,CUS000407,2024-01-07,Modify Investment,Tablet,2,1,1
ENG0000433,CUS000136,2023-08-28,View Balance,Tablet,3,1,1
ENG0000434,CUS000814,2024-08-02,Use Planning Tool,Mobile Phone,18,9,4
ENG0000435,CUS000971,2023-07-19,Login,Tablet,4,2,1
ENG0000436,CUS000040,2022-04-20,Complete Survey,Voice Assistant,9,4,2
ENG0000437,CUS000144,2023-03-21,Research Product,Smart TV,15,7,3
ENG0000438,CUS000350,2023-05-16,Update Profile,Tablet,3,1,1
ENG0000439,CUS000363,2022-07-15,Update Profile,Mobile Phone,5,2,1
ENG0000440,CUS000508,2021-07-02,Login,Smart TV,5,2,1
ENG0000441,CUS000468,2024-04-26,Login,Voice Assistant,5,2,1
ENG0000442,CUS000989,2023-02-12,Download Statement,Smart TV,2,1,1
ENG0000443,CUS000832,2023-06-12,Research Product,Voice Assistant,25,12,6
ENG0000444,CUS000352,2024-06-27,Update Profile,Mobile Phone,4,2,1
ENG0000445,CUS000160,2024-07-22,Update Profile,Tablet,2,1,1
ENG0000446,CUS000417,2023-05-18,Use Planning Tool,Mobile Phone,20,10,5
ENG0000447,CUS000833,2024-06-14,Use Planning Tool,Mobile Phone,23,11,5
ENG0000448,CUS000241,2024-03-16,Research Product,Desktop,25,12,6
ENG0000449,CUS000940,2024-07-09,Modify Investment,Mobile Phone,5,2,1
ENG0000450,CUS000856,2024-03-19,Research Product,Smart TV,11,5,2
ENG0000451,CUS000027,2024-01-25,Use Planning Tool,Mobile Phone,17,8,4
ENG0000452,CUS000779,2024-03-30,View Balance,Tablet,8,4,2
ENG0000453,CUS000712,2022-03-12,Contact Support,Voice Assistant,6,3,1
ENG0000454,CUS000828,2023-09-12,Contact Support,Tablet,10,5,2
ENG0000455,CUS000694,2022-12-08,Update Profile,Tablet,2,1,1
ENG0000456,CUS000435,2023-07-02,Contact Support,Mobile Phone,9,4,2
ENG0000457,CUS000145,2024-08-10,Complete Survey,Smart TV,7,3,1
ENG0000458,CUS000148,2023-08-24,Update Profile,Tablet,5,2,1
ENG0000459,CUS000187,2024-03-30,Complete Survey,Mobile Phone,2,1,1
ENG0000460,CUS000859,2024-05-09,Complete Survey,Voice Assistant,6,3,1
ENG0000461,CUS000865,2023-07-19,View Balance,Tablet,4,2,1
ENG0000462,CUS000020,2022-12-25,Modify Investment,Smart TV,10,5,2
ENG0000463,CUS000448,2024-08-30,Login,Voice Assistant,3,1,1
ENG0000464,CUS000568,2023-10-29,Login,Tablet,3,1,1
ENG0000465,CUS000440,2022-11-13,Use Planning Tool,Voice Assistant,11,5,2
ENG0000466,CUS000372,2024-09-28,Watch Educational Video,Tablet,23,11,5
ENG0000467,CUS000056,2022-09-04,View Balance,Voice Assistant,10,5,2
ENG0000468,CUS000863,2021-12-31,Download Statement,Smart TV,5,2,1
ENG0000469,CUS000713,2024-01-19,Complete Survey,Desktop,3,1,1
ENG0000470,CUS000614,2023-01-02,Contact Support,Desktop,9,4,2
ENG0000471,CUS000462,2022-07-04,Contact Support,Mobile Phone,5,2,1
ENG0000472,CUS000816,2022-06-17,Watch Educational Video,Mobile Phone,7,3,1
ENG0000473,CUS000992,2024-06-11,Watch Educational Video,Mobile Phone,30,15,7
ENG0000474,CUS000148,2024-02-14,Contact Support,Tablet,3,1,1
ENG0000475,CUS000761,2024-03-23,Update Profile,Mobile Phone,5,2,1
ENG0000476,CUS000460,2023-12-20,Modify Investment,Smart TV,2,1,1
ENG0000477,CUS000008,2022-03-01,Watch Educational Video,Tablet,27,13,6
ENG0000478,CUS000746,2023-07-21,Update Profile,Voice Assistant,2,1,1
ENG0000479,CUS000120,2021-10-19,Research Product,Mobile Phone,10,5,2
ENG0000480,CUS000310,2022-10-12,Login,Mobile Phone,3,1,1
ENG0000481,CUS000047,2022-02-26,View Balance,Mobile Phone,7,3,1
ENG0000482,CUS000667,2024-07-08,Modify Investment,Smart TV,10,5,2
ENG0000483,CUS000685,2024-02-21,Modify Investment,Tablet,3,1,1
ENG0000484,CUS000239,2024-01-03,Download Statement,Mobile Phone,4,2,1
ENG0000485,CUS000166,2020-11-25,View Balance,Mobile Phone,5,2,1
ENG0000486,CUS000076,2022-01-20,Use Planning Tool,Desktop,12,6,3
ENG0000487,CUS000451,2023-06-25,Complete Survey,Tablet,2,1,1
ENG0000488,CUS000810,2024-07-01,Watch Educational Video,Tablet,16,8,4
ENG0000489,CUS000175,2024-06-03,Update Profile,Desktop,1,1,1
ENG0000490,CUS000792,2023-12-14,View Balance,Mobile Phone,5,2,1
ENG0000491,CUS000927,2023-05-01,Complete Survey,Tablet,6,3,1
ENG0000492,CUS000668,2023-01-24,Watch Educational Video,Desktop,12,6,3
ENG0000493,CUS000682,2022-06-16,Complete Survey,Tablet,3,1,1
ENG0000494,CUS000858,2024-04-07,Contact Support,Voice Assistant,9,4,2
ENG0000495,CUS000699,2021-07-17,Contact Support,Mobile Phone,8,4,2
ENG0000496,CUS000235,2024-04-12,Watch Educational Video,Tablet,5,2,1
ENG0000497,CUS000287,2024-09-22,View Balance,Mobile Phone,6,3,1
ENG0000498,CUS000316,2024-06-21,Use Planning Tool,Mobile Phone,11,5,2
ENG0000499,CUS000935,2023-12-11,Contact Support,Mobile Phone,6,3,1
ENG0000500,CUS000282,2024-07-28,View Balance,Desktop,4,2,1
ENG0000501,CUS000735,2023-11-27,Use Planning Tool,Voice Assistant,26,13,6
ENG0000502,CUS000167,2024-08-06,Modify Investment,Mobile Phone,10,5,2
ENG0000503,CUS000642,2024-02-05,View Balance,Voice Assistant,8,4,2
ENG0000504,CUS000998,2023-11-22,Download Statement,Voice Assistant,1,1,1
ENG0000505,CUS000895,2024-08-19,Modify Investment,Smart TV,4,2,1
ENG0000506,CUS000109,2024-02-10,Login,Tablet,2,1,1
ENG0000507,CUS000551,2024-02-11,Research Product,Voice Assistant,25,12,6
ENG0000508,CUS000884,2023-06-28,Update Profile,Mobile Phone,2,1,1
ENG0000509,CUS000271,2024-06-26,Complete Survey,Tablet,7,3,1
ENG0000510,CUS000227,2024-03-12,Watch Educational Video,Smart TV,8,4,2
ENG0000511,CUS000175,2024-06-01,Use Planning Tool,Smart TV,30,15,7
ENG0000512,CUS000876,2023-11-27,Watch Educational Video,Voice Assistant,6,3,1
ENG0000513,CUS000893,2021-10-22,Watch Educational Video,Smart TV,19,9,4
ENG0000514,CUS000161,2024-04-18,Login,Tablet,5,2,1
ENG0000515,CUS000270,2024-04-28,Modify Investment,Desktop,5,2,1
ENG0000516,CUS000438,2023-05-14,Download Statement,Smart TV,4,2,1
ENG0000517,CUS000663,2023-04-16,Login,Tablet,5,2,1
ENG0000518,CUS000573,2023-10-08,Update Profile,Voice Assistant,1,1,1
ENG0000519,CUS000388,2023-04-29,View Balance,Desktop,2,1,1
ENG0000520,CUS000231,2024-05-27,View Balance,Mobile Phone,10,5,2
ENG0000521,CUS000930,2023-09-22,Update Profile,Tablet,1,1,1
ENG0000522,CUS000030,2024-02-02,Contact Support,Desktop,6,3,1
ENG0000523,CUS000271,2024-05-29,Contact Support,Mobile Phone,7,3,1
ENG0000524,CUS000753,2024-09-05,Use Planning Tool,Mobile Phone,28,14,7
ENG0000525,CUS000020,2021-08-18,Update Profile,Smart TV,5,2,1
ENG0000526,CUS000532,2022-05-16,Complete Survey,Voice Assistant,10,5,2
ENG0000527,CUS000819,2021-03-20,Watch Educational Video,Tablet,30,15,7
ENG0000528,CUS000855,2024-01-01,Login,Tablet,2,1,1
ENG0000529,CUS000952,2024-03-06,Watch Educational Video,Mobile Phone,7,3,1
ENG0000530,CUS000952,2023-07-21,Modify Investment,Tablet,8,4,2
ENG0000531,CUS000241,2024-07-28,View Balance,Desktop,7,3,1
ENG0000532,CUS000694,2024-09-17,Use Planning Tool,Mobile Phone,9,4,2
ENG0000533,CUS000183,2024-05-27,Complete Survey,Desktop,3,1,1
ENG0000534,CUS000810,2024-06-07,Login,Tablet,5,2,1
ENG0000535,CUS000633,2023-09-19,Use Planning Tool,Mobile Phone,27,13,6
ENG0000536,CUS000842,2024-09-10,Modify Investment,Smart TV,3,1,1
ENG0000537,CUS000895,2024-07-17,Modify Investment,Desktop,7,3,1
ENG0000538,CUS000212,2024-03-14,Complete Survey,Mobile Phone,5,2,1
ENG0000539,CUS000088,2024-09-16,Research Product,Tablet,19,9,4
ENG0000540,CUS000310,2024-04-09,Watch Educational Video,Smart TV,30,15,7
ENG0000541,CUS000806,2023-05-07,Watch Educational Video,Tablet,14,7,3
ENG0000542,CUS000069,2021-02-14,Research Product,Tablet,16,8,4
ENG0000543,CUS000693,2023-12-15,Contact Support,Desktop,10,5,2
ENG0000544,CUS000372,2024-06-08,Download Statement,Voice Assistant,3,1,1
ENG0000545,CUS000953,2023-09-25,Use Planning Tool,Smart TV,14,7,3
ENG0000546,CUS000849,2023-06-09,Download Statement,Smart TV,3,1,1
ENG0000547,CUS000202,2022-06-30,Login,Desktop,2,1,1
ENG0000548,CUS000185,2023-09-27,Research Product,Tablet,6,3,1
ENG0000549,CUS000565,2023-06-10,Update Profile,Tablet,5,2,1
ENG0000550,CUS000613,2023-10-08,Update Profile,Mobile Phone,1,1,1
ENG0000551,CUS000789,2024-02-10,Watch Educational Video,Smart TV,23,11,5
ENG0000552,CUS000972,2024-04-04,Contact Support,Smart TV,10,5,2
ENG0000553,CUS000295,2023-10-19,Login,Desktop,1,1,1
ENG0000554,CUS000500,2023-12-11,Watch Educational Video,Tablet,12,6,3
ENG0000555,CUS000198,2023-12-08,Login,Smart TV,3,1,1
ENG0000556,CUS000515,2020-11-02,Modify Investment,Smart TV,7,3,1
ENG0000557,CUS000412,2024-03-21,Update Profile,Tablet,1,1,1
ENG0000558,CUS000553,2024-02-09,Contact Support,Tablet,8,4,2
ENG0000559,CUS000147,2023-06-28,Use Planning Tool,Voice Assistant,6,3,1
ENG0000560,CUS000360,2023-12-17,Update Profile,Tablet,1,1,1
ENG0000561,CUS000946,2023-04-30,Complete Survey,Voice Assistant,4,2,1
ENG0000562,CUS000369,2024-09-24,Login,Voice Assistant,2,1,1
ENG0000563,CUS000088,2024-08-13,Use Planning Tool,Tablet,16,8,4
ENG0000564,CUS000448,2024-08-30,Contact Support,Voice Assistant,10,5,2
ENG0000565,CUS000922,2024-06-16,Use Planning Tool,Mobile Phone,29,14,7
ENG0000566,CUS000780,2023-08-17,Modify Investment,Voice Assistant,7,3,1
ENG0000567,CUS000174,2024-07-08,Use Planning Tool,Voice Assistant,28,14,7
ENG0000568,CUS000344,2022-11-05,Contact Support,Voice Assistant,9,4,2
ENG0000569,CUS000693,2024-03-26,Complete Survey,Tablet,5,2,1
ENG0000570,CUS000293,2024-04-26,View Balance,Tablet,4,2,1
ENG0000571,CUS000003,2024-07-21,Download Statement,Voice Assistant,2,1,1
ENG0000572,CUS000145,2024-09-21,Use Planning Tool,Voice Assistant,7,3,1
ENG0000573,CUS000833,2023-09-11,Watch Educational Video,Tablet,10,5,2
ENG0000574,CUS000366,2022-10-06,Modify Investment,Mobile Phone,8,4,2
ENG0000575,CUS000320,2023-11-11,Research Product,Tablet,20,10,5
ENG0000576,CUS000715,2023-06-03,Complete Survey,Tablet,5,2,1
ENG0000577,CUS000417,2024-03-06,View Balance,Tablet,9,4,2
ENG0000578,CUS000494,2024-03-29,Watch Educational Video,Voice Assistant,8,4,2
ENG0000579,CUS000831,2023-09-08,Update Profile,Desktop,1,1,1
ENG0000580,CUS000935,2024-01-15,Contact Support,Desktop,5,2,1
ENG0000581,CUS000431,2023-08-30,Use Planning Tool,Mobile Phone,26,13,6
ENG0000582,CUS000454,2022-08-05,Research Product,Voice Assistant,21,10,5
ENG0000583,CUS000213,2022-08-13,Complete Survey,Mobile Phone,5,2,1
ENG0000584,CUS000376,2021-01-08,Login,Smart TV,4,2,1
ENG0000585,CUS000725,2023-11-02,Contact Support,Voice Assistant,4,2,1
ENG0000586,CUS000460,2024-08-17,Download Statement,Mobile Phone,1,1,1
ENG0000587,CUS000140,2023-10-05,View Balance,Tablet,8,4,2
ENG0000588,CUS000875,2024-08-19,Modify Investment,Mobile Phone,3,1,1
ENG0000589,CUS000091,2022-10-28,Update Profile,Tablet,1,1,1
ENG0000590,CUS000341,2024-07-26,Complete Survey,Mobile Phone,5,2,1
ENG0000591,CUS000104,2024-01-28,View Balance,Tablet,7,3,1
ENG0000592,CUS000309,2024-09-27,Modify Investment,Tablet,7,3,1
ENG0000593,CUS000851,2022-07-01,Research Product,Tablet,19,9,4
ENG0000594,CUS000567,2022-09-05,Modify Investment,Smart TV,10,5,2
ENG0000595,CUS000297,2024-08-06,Update Profile,Mobile Phone,2,1,1
ENG0000596,CUS000100,2024-09-10,Login,Tablet,1,1,1
ENG0000597,CUS000070,2023-01-21,Use Planning Tool,Tablet,16,8,4
ENG0000598,CUS000383,2023-06-05,Watch Educational Video,Mobile Phone,13,6,3
ENG0000599,CUS000149,2023-02-25,Update Profile,Tablet,5,2,1
ENG0000600,CUS000889,2024-01-07,Use Planning Tool,Mobile Phone,24,12,6
ENG0000601,CUS000571,2024-01-09,Login,Mobile Phone,4,2,1
ENG0000602,CUS000423,2021-10-10,Watch Educational Video,Mobile Phone,18,9,4
ENG0000603,CUS000559,2020-08-10,Contact Support,Desktop,10,5,2
ENG0000604,CUS000186,2023-08-15,Watch Educational Video,Desktop,16,8,4
ENG0000605,CUS000537,2022-04-20,Download Statement,Tablet,1,1,1
ENG0000606,CUS000311,2024-08-06,Modify Investment,Desktop,8,4,2
ENG0000607,CUS000742,2023-10-21,Watch Educational Video,Mobile Phone,27,13,6
ENG0000608,CUS000428,2024-05-17,Contact Support,Desktop,5,2,1
ENG0000609,CUS000784,2023-06-15,View Balance,Desktop,8,4,2
ENG0000610,CUS000355,2021-05-22,Download Statement,Tablet,3,1,1
ENG0000611,CUS000407,2024-07-21,Download Statement,Mobile Phone,4,2,1
ENG0000612,CUS000919,2021-02-11,Update Profile,Mobile Phone,3,1,1
ENG0000613,CUS000984,2020-12-28,Update Profile,Desktop,1,1,1
ENG0000614,CUS000926,2024-08-28,Watch Educational Video,Desktop,18,9,4
ENG0000615,CUS000046,2024-08-13,View Balance,Desktop,10,5,2
ENG0000616,CUS000305,2023-08-29,Use Planning Tool,Smart TV,6,3,1
ENG0000617,CUS000499,2023-05-07,View Balance,Mobile Phone,3,1,1
ENG0000618,CUS000276,2023-01-06,Complete Survey,Tablet,4,2,1
ENG0000619,CUS000923,2024-04-06,Contact Support,Voice Assistant,2,1,1
ENG0000620,CUS000696,2024-08-03,Download Statement,Tablet,3,1,1
ENG0000621,CUS000070,2021-09-10,Use Planning Tool,Tablet,27,13,6
ENG0000622,CUS000541,2024-04-17,Update Profile,Tablet,1,1,1
ENG0000623,CUS000879,2022-06-22,Contact Support,Smart TV,2,1,1
ENG0000624,CUS000027,2024-05-22,View Balance,Mobile Phone,7,3,1
ENG0000625,CUS000280,2021-12-22,Research Product,Desktop,9,4,2
ENG0000626,CUS000584,2024-04-17,Research Product,Mobile Phone,21,10,5
ENG0000627,CUS000971,2023-05-10,Download Statement,Desktop,5,2,1
ENG0000628,CUS000630,2021-06-26,Download Statement,Voice Assistant,5,2,1
ENG0000629,CUS000290,2024-01-30,Modify Investment,Mobile Phone,7,3,1
ENG0000630,CUS000911,2022-08-03,Download Statement,Mobile Phone,4,2,1
ENG0000631,CUS000839,2022-04-06,Complete Survey,Desktop,8,4,2
ENG0000632,CUS000305,2024-05-28,Watch Educational Video,Mobile Phone,18,9,4
ENG0000633,CUS000171,2023-08-18,Complete Survey,Mobile Phone,2,1,1
ENG0000634,CUS000515,2022-05-06,Login,Mobile Phone,5,2,1
ENG0000635,CUS000160,2023-10-28,Download Statement,Smart TV,1,1,1
ENG0000636,CUS000021,2024-01-09,Update Profile,Tablet,3,1,1
ENG0000637,CUS000561,2021-05-19,Watch Educational Video,Tablet,10,5,2
ENG0000638,CUS000194,2024-08-15,Download Statement,Mobile Phone,3,1,1
ENG0000639,CUS000627,2022-04-03,Contact Support,Desktop,5,2,1
ENG0000640,CUS000954,2024-06-01,Modify Investment,Smart TV,2,1,1
ENG0000641,CUS000046,2024-05-12,Modify Investment,Mobile Phone,3,1,1
ENG0000642,CUS000931,2023-07-04,Research Product,Tablet,28,14,7
ENG0000643,CUS000735,2024-03-30,Complete Survey,Tablet,5,2,1
ENG0000644,CUS000629,2022-08-15,Use Planning Tool,Voice Assistant,8,4,2
ENG0000645,CUS000362,2023-11-22,Watch Educational Video,Mobile Phone,20,10,5
ENG0000646,CUS000081,2024-09-16,Contact Support,Voice Assistant,5,2,1
ENG0000647,CUS000462,2022-07-03,Update Profile,Tablet,1,1,1
ENG0000648,CUS000437,2023-09-21,Login,Desktop,1,1,1
ENG0000649,CUS000399,2022-12-17,Login,Mobile Phone,5,2,1
ENG0000650,CUS000451,2023-07-19,Research Product,Smart TV,22,11,5
ENG0000651,CUS000172,2024-09-19,Update Profile,Voice Assistant,4,2,1
ENG0000652,CUS000883,2024-04-07,Use Planning Tool,Voice Assistant,19,9,4
ENG0000653,CUS000003,2023-09-03,Research Product,Voice Assistant,10,5,2
ENG0000654,CUS000407,2024-04-23,Research Product,Smart TV,29,14,7
ENG0000655,CUS000779,2023-08-28,View Balance,Mobile Phone,2,1,1
ENG0000656,CUS000292,2022-07-14,View Balance,Mobile Phone,5,2,1
ENG0000657,CUS000078,2022-06-26,Modify Investment,Voice Assistant,9,4,2
ENG0000658,CUS000900,2024-08-09,Use Planning Tool,Mobile Phone,26,13,6
ENG0000659,CUS000810,2024-02-10,Complete Survey,Voice Assistant,5,2,1
ENG0000660,CUS000955,2024-08-06,Watch Educational Video,Mobile Phone,29,14,7
ENG0000661,CUS000196,2024-07-24,Login,Mobile Phone,1,1,1
ENG0000662,CUS000675,2022-08-27,Use Planning Tool,Voice Assistant,21,10,5
ENG0000663,CUS000746,2023-11-17,Login,Desktop,3,1,1
ENG0000664,CUS000097,2024-09-03,Download Statement,Mobile Phone,4,2,1
ENG0000665,CUS000512,2022-12-20,Modify Investment,Mobile Phone,9,4,2
ENG0000666,CUS000435,2021-01-05,Complete Survey,Desktop,2,1,1
ENG0000667,CUS000019,2023-03-27,Watch Educational Video,Mobile Phone,11,5,2
ENG0000668,CUS000641,2021-06-27,Contact Support,Smart TV,3,1,1
ENG0000669,CUS000148,2022-09-22,Use Planning Tool,Voice Assistant,28,14,7
ENG0000670,CUS000088,2024-08-28,Login,Tablet,3,1,1
ENG0000671,CUS000338,2024-03-17,Update Profile,Tablet,2,1,1
ENG0000672,CUS000128,2024-06-16,Update Profile,Desktop,5,2,1
ENG0000673,CUS000880,2024-02-26,Download Statement,Voice Assistant,4,2,1
ENG0000674,CUS000382,2022-08-13,Complete Survey,Voice Assistant,5,2,1
ENG0000675,CUS000904,2024-07-31,Complete Survey,Tablet,4,2,1
ENG0000676,CUS000932,2024-09-16,Update Profile,Smart TV,4,2,1
ENG0000677,CUS000600,2022-11-28,Modify Investment,Tablet,7,3,1
ENG0000678,CUS000149,2022-08-13,Complete Survey,Mobile Phone,4,2,1
ENG0000679,CUS000705,2024-09-06,Watch Educational Video,Mobile Phone,21,10,5
